[1740779418.2678108]	Q_Header<(2621443, 23304, 257, 173, 250, 8, 58, 0, 45)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 33, 32, 12, 23, 0, 0, 0, 0, 0, 0, 18, 223, 253, 253, 253, 253, 253, 253, 133, 253, 253, 204, 156, 145, 102, 0, 10, 44, 40, 62, 95, 55, 103, 192, 253, 97, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9750377271292966, y=-0.19592307380814036, z=0.037292522771580607, w=-0.09759532555115777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.006666666666666667, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.11, z=-0.02)>	COMP<305>
[1740779418.8953538]	Q_Header<(2621443, 23365, 257, 173, 250, 8, 58, 61, 35)>	Q_Data<(0, 0, 62, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 6, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 253, 253, 253, 253, 253, 253, 253, 253, 240, 253, 253, 253, 253, 173, 68, 59, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754931181238607, y=-0.19652679974715834, z=0.029784185800190457, w=-0.09435727714568534)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.01, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.23, z=-0.05)>	COMP<307>
[1740779418.8979]	Q_Header<(2621443, 23366, 257, 173, 250, 8, 58, 62, 38)>	Q_Data<(0, 0, 60, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44, 27, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 158, 240, 189, 253, 253, 253, 253, 253, 253, 253, 253, 253, 128, 253, 234, 174, 99, 0, 0, 0, 26, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754931181238607, y=-0.19652679974715834, z=0.029784185800190457, w=-0.09435727714568534)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.01, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.23, z=-0.05)>	COMP<307>
[1740779418.9003837]	Q_Header<(2621443, 23367, 257, 173, 250, 8, 58, 63, 42)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 58, 45, 21, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 67, 74, 96, 237, 176, 144, 253, 253, 253, 253, 253, 253, 253, 183, 253, 253, 0, 94, 38, 108, 121, 99, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754931181238607, y=-0.19652679974715834, z=0.029784185800190457, w=-0.09435727714568534)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.01, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.23, z=-0.05)>	COMP<307>
[1740779418.90851]	Q_Header<(2621443, 23368, 257, 173, 250, 8, 58, 64, 45)>	Q_Data<(0, 0, 52, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 71, 77, 57, 20, 0, 0, 0, 16, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 22, 146, 253, 253, 170, 244, 253, 253, 253, 253, 253, 221, 253, 253, 110, 180, 80, 156, 166, 192, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754378368865261, y=-0.1971993274296312, z=0.02886885851879157, w=-0.09380853180419163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.16, z=-0.01)>	COMP<293>
[1740779418.9179058]	Q_Header<(2621443, 23369, 257, 173, 250, 8, 58, 65, 40)>	Q_Data<(0, 0, 52, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 83, 113, 114, 127, 64, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 165, 253, 213, 253, 149, 253, 253, 253, 253, 253, 253, 253, 253, 179, 235, 144, 110, 225, 250, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754378368865261, y=-0.1971993274296312, z=0.02886885851879157, w=-0.09380853180419163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.16, z=-0.01)>	COMP<293>
[1740779418.9280214]	Q_Header<(2621443, 23370, 257, 173, 250, 8, 58, 66, 45)>	Q_Data<(0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 28, 171, 253, 204, 173, 95, 37, 24, 22, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 35, 24, 119, 191, 245, 253, 253, 253, 253, 253, 253, 253, 253, 77, 237, 183, 231, 148, 0, 253, 242, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754378368865261, y=-0.1971993274296312, z=0.02886885851879157, w=-0.09380853180419163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.16, z=-0.01)>	COMP<293>
[1740779418.9380586]	Q_Header<(2621443, 23371, 257, 173, 250, 8, 58, 67, 43)>	Q_Data<(0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 253, 193, 105, 39, 6, 37, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 63, 52, 253, 253, 253, 253, 253, 253, 253, 217, 253, 216, 112, 140, 166, 78, 124, 253, 230, 140, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9754378368865261, y=-0.1971993274296312, z=0.02886885851879157, w=-0.09380853180419163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.16, z=-0.01)>	COMP<293>
[1740779418.9498038]	Q_Header<(2621443, 23372, 257, 173, 250, 8, 58, 68, 43)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 253, 253, 253, 195, 51, 41, 25, 0, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 200, 253, 197, 239, 179, 253, 253, 146, 210, 179, 87, 85, 122, 148, 140, 197, 244, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9753350006127266, y=-0.19824080613204856, z=0.02795390677600931, w=-0.09295589523987376)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.0033333333333333335, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.16, z=-0.09)>	COMP<297>
[1740779418.9578288]	Q_Header<(2621443, 23373, 257, 173, 250, 8, 58, 69, 43)>	Q_Data<(0, 0, 42, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 185, 253, 253, 253, 163, 62, 27, 0, 22, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 152, 113, 140, 91, 190, 179, 102, 105, 113, 58, 0, 118, 144, 111, 110, 208, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9753350006127266, y=-0.19824080613204856, z=0.02795390677600931, w=-0.09295589523987376)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.0033333333333333335, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.16, z=-0.09)>	COMP<297>
[1740779418.9699316]	Q_Header<(2621443, 23374, 257, 173, 250, 8, 58, 70, 44)>	Q_Data<(0, 0, 40, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 253, 253, 253, 100, 77, 19, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 26, 87, 59, 65, 36, 113, 108, 50, 42, 20, 0, 0, 61, 50, 39, 67, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9753350006127266, y=-0.19824080613204856, z=0.02795390677600931, w=-0.09295589523987376)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.0033333333333333335, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.16, z=-0.09)>	COMP<297>
[1740779418.9779923]	Q_Header<(2621443, 23375, 257, 173, 250, 8, 58, 71, 38)>	Q_Data<(0, 0, 19, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 253, 253, 253, 215, 90, 42, 28, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 0, 0, 0, 19, 0, 0, 38, 0, 0, 0, 0, 0, 15, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9752114398485298, y=-0.1990949879074918, z=0.02740455229014832, w=-0.09258954526537862)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.008888888888888889, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=0.09, z=-0.06)>	COMP<297>
[1740779418.9877663]	Q_Header<(2621443, 23376, 257, 173, 250, 8, 58, 72, 26)>	Q_Data<(0, 0, 40, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 253, 253, 253, 253, 123, 41, 33, 0, 0, 0, 0, 11, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9752114398485298, y=-0.1990949879074918, z=0.02740455229014832, w=-0.09258954526537862)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.008888888888888889, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=0.09, z=-0.06)>	COMP<297>
[1740779418.9977536]	Q_Header<(2621443, 23377, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 63, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 253, 253, 253, 253, 112, 45, 19, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9752114398485298, y=-0.1990949879074918, z=0.02740455229014832, w=-0.09258954526537862)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.008888888888888889, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=0.09, z=-0.06)>	COMP<297>
[1740779419.0078454]	Q_Header<(2621443, 23378, 257, 173, 250, 8, 58, 74, 27)>	Q_Data<(0, 0, 61, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 206, 253, 253, 135, 142, 103, 35, 0, 0, 25, 0, 0, 0, 0, 0, 0, 36, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9750608185240597, y=-0.19995613405225787, z=0.027100281904518464, w=-0.09240951982756972)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0077777777777777776, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.16, z=0.07)>	COMP<306>
[1740779419.0177925]	Q_Header<(2621443, 23379, 257, 173, 250, 8, 58, 75, 31)>	Q_Data<(0, 0, 51, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 253, 241, 193, 253, 198, 67, 53, 35, 36, 16, 17, 28, 0, 0, 0, 48, 85, 81, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9750608185240597, y=-0.19995613405225787, z=0.027100281904518464, w=-0.09240951982756972)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0077777777777777776, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.16, z=0.07)>	COMP<306>
[1740779419.0278974]	Q_Header<(2621443, 23380, 257, 173, 250, 8, 58, 76, 32)>	Q_Data<(0, 0, 53, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 253, 236, 180, 253, 168, 142, 70, 22, 55, 0, 24, 28, 0, 0, 37, 142, 217, 211, 128, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9750608185240597, y=-0.19995613405225787, z=0.027100281904518464, w=-0.09240951982756972)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0077777777777777776, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.16, z=0.07)>	COMP<306>
[1740779419.0378351]	Q_Header<(2621443, 23381, 257, 173, 250, 8, 58, 77, 31)>	Q_Data<(0, 0, 69, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 154, 253, 253, 166, 229, 178, 103, 65, 40, 27, 0, 0, 0, 0, 57, 186, 253, 253, 184, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9750608185240597, y=-0.19995613405225787, z=0.027100281904518464, w=-0.09240951982756972)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0077777777777777776, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.16, z=0.07)>	COMP<306>
