[1740779883.0312943]	Q_Header<(2621443, 4268, 257, 173, 250, 8, 58, 0, 47)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 214, 253, 253, 151, 253, 253, 253, 253, 253, 253, 230, 244, 200, 106, 69, 21, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 38, 121, 106, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1294575251479303, y=-0.9875637703411183, z=0.08459600653231088, w=0.02832074100360191)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=-0.07)>	COMP<168>
[1740779883.5613391]	Q_Header<(2621443, 4321, 257, 173, 250, 8, 58, 53, 55)>	Q_Data<(0, 0, 58, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 24, 6, 0, 0, 17, 0, 0, 0, 15, 0, 0, 0, 0, 0, 5, 0, 0, 0, 23, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 253, 253, 253, 229, 253, 253, 57, 253, 253, 253, 253, 253, 253, 253, 253, 234, 253, 253, 148, 253, 253, 253, 253, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12768648917924025, y=-0.9879223297586914, z=0.08331360312125378, w=0.027649129827053455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.022222222222222223, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.21, z=0.11)>	COMP<163>
[1740779883.571294]	Q_Header<(2621443, 4322, 257, 173, 250, 8, 58, 54, 43)>	Q_Data<(0, 0, 24, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 29, 15, 9, 12, 13, 0, 0, 9, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 170, 253, 253, 0, 253, 253, 143, 253, 253, 253, 253, 253, 253, 253, 253, 232, 253, 253, 201, 253, 253, 253, 253, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12768648917924025, y=-0.9879223297586914, z=0.08331360312125378, w=0.027649129827053455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.022222222222222223, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.21, z=0.11)>	COMP<163>
[1740779883.5813622]	Q_Header<(2621443, 4323, 257, 173, 250, 8, 58, 55, 43)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 23, 11, 30, 0, 0, 0, 24, 22, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 124, 114, 98, 253, 220, 190, 253, 253, 253, 253, 253, 253, 253, 253, 112, 253, 253, 253, 253, 253, 253, 253, 182, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.127317241236678, y=-0.9879598197018729, z=0.08349472004399593, w=0.027465368435524978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.013333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=0.02)>	COMP<163>
[1740779883.5912886]	Q_Header<(2621443, 4324, 257, 173, 250, 8, 58, 56, 46)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 23, 15, 31, 0, 5, 0, 23, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 13, 57, 0, 166, 33, 116, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 240, 247, 253, 253, 234, 182, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.127317241236678, y=-0.9879598197018729, z=0.08349472004399593, w=0.027465368435524978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.013333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=0.02)>	COMP<163>
[1740779883.6013124]	Q_Header<(2621443, 4325, 257, 173, 250, 8, 58, 57, 46)>	Q_Data<(0, 0, 21, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 21, 31, 0, 5, 0, 0, 15, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 9, 164, 174, 176, 253, 253, 253, 178, 253, 253, 253, 253, 173, 161, 79, 148, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.127317241236678, y=-0.9879598197018729, z=0.08349472004399593, w=0.027465368435524978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.013333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=0.02)>	COMP<163>
[1740779883.611294]	Q_Header<(2621443, 4326, 257, 173, 250, 8, 58, 58, 35)>	Q_Data<(0, 0, 56, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 25, 23, 4, 0, 10, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 74, 44, 139, 165, 180, 253, 253, 253, 253, 253, 253, 253, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12707402960075953, y=-0.9879670111179129, z=0.08373946619223922, w=0.027587637550212922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0044444444444444444, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.21, z=0.11)>	COMP<161>
[1740779883.6212885]	Q_Header<(2621443, 4327, 257, 173, 250, 8, 58, 59, 35)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 13, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 0, 163, 147, 253, 253, 253, 253, 253, 253, 253, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12707402960075953, y=-0.9879670111179129, z=0.08373946619223922, w=0.027587637550212922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0044444444444444444, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.21, z=0.11)>	COMP<161>
[1740779883.6312516]	Q_Header<(2621443, 4328, 257, 173, 250, 8, 58, 60, 33)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 23, 21, 0, 0, 16, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 40, 253, 253, 253, 253, 253, 109, 182, 179, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12707402960075953, y=-0.9879670111179129, z=0.08373946619223922, w=0.027587637550212922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0044444444444444444, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.21, z=0.11)>	COMP<161>
[1740779883.6424103]	Q_Header<(2621443, 4329, 257, 173, 250, 8, 58, 61, 40)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 0, 17, 7, 13, 0, 0, 0, 0, 14, 0, 0, 19, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 246, 253, 253, 253, 253, 253, 253, 253, 220, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12695090107104437, y=-0.9879587671331707, z=0.08398290378546011, w=0.027709475522237566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.21, z=0.06)>	COMP<166>
[1740779883.6543477]	Q_Header<(2621443, 4330, 257, 173, 250, 8, 58, 62, 37)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 21, 29, 10, 0, 0, 0, 0, 6, 0, 8, 0, 32, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 253, 253, 253, 253, 253, 253, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12695090107104437, y=-0.9879587671331707, z=0.08398290378546011, w=0.027709475522237566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.21, z=0.06)>	COMP<166>
[1740779883.6612766]	Q_Header<(2621443, 4331, 257, 173, 250, 8, 58, 63, 53)>	Q_Data<(0, 0, 65, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9, 23, 23, 11, 5, 15, 0, 0, 0, 0, 15, 26, 102, 128, 79, 33, 0, 0, 0, 0, 18, 0, 0, 3, 19, 0, 31, 72, 111, 51, 39, 76, 86, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 253, 253, 253, 253, 164, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12695090107104437, y=-0.9879587671331707, z=0.08398290378546011, w=0.027709475522237566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.21, z=0.06)>	COMP<166>
[1740779883.6713145]	Q_Header<(2621443, 4332, 257, 173, 250, 8, 58, 64, 56)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 28, 31, 15, 15, 19, 0, 0, 0, 19, 20, 30, 73, 169, 196, 103, 0, 0, 0, 45, 37, 33, 0, 0, 38, 36, 91, 155, 187, 248, 169, 144, 185, 68, 119, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 102, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12695090107104437, y=-0.9879587671331707, z=0.08398290378546011, w=0.027709475522237566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.21, z=0.06)>	COMP<166>
[1740779883.6814363]	Q_Header<(2621443, 4333, 257, 173, 250, 8, 58, 65, 54)>	Q_Data<(0, 0, 41, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 27, 0, 0, 0, 0, 12, 20, 0, 42, 48, 107, 210, 194, 76, 91, 42, 0, 26, 47, 48, 0, 39, 89, 109, 197, 253, 253, 253, 253, 223, 253, 236, 204, 110, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 253, 241, 145, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1268277632663097, y=-0.9879504350297186, z=0.08422632979187074, w=0.027831308974705114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=-0.09)>	COMP<166>
[1740779883.6913495]	Q_Header<(2621443, 4334, 257, 173, 250, 8, 58, 66, 49)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 0, 0, 16, 0, 15, 16, 42, 66, 75, 58, 115, 184, 147, 104, 196, 59, 51, 71, 42, 0, 0, 74, 177, 251, 253, 253, 253, 253, 253, 253, 253, 253, 253, 126, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 224, 91, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1268277632663097, y=-0.9879504350297186, z=0.08422632979187074, w=0.027831308974705114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=-0.09)>	COMP<166>
[1740779883.701355]	Q_Header<(2621443, 4335, 257, 173, 250, 8, 58, 67, 49)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 40, 20, 0, 16, 6, 0, 0, 50, 96, 133, 124, 74, 150, 253, 253, 253, 99, 41, 82, 74, 89, 77, 97, 251, 253, 253, 253, 253, 253, 195, 253, 253, 253, 238, 98, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1268277632663097, y=-0.9879504350297186, z=0.08422632979187074, w=0.027831308974705114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=-0.09)>	COMP<166>
[1740779883.7113702]	Q_Header<(2621443, 4336, 257, 173, 250, 8, 58, 68, 47)>	Q_Data<(0, 0, 19, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 45, 33, 0, 0, 18, 49, 64, 76, 119, 193, 194, 139, 226, 253, 253, 253, 132, 100, 253, 239, 141, 142, 122, 246, 253, 253, 253, 226, 253, 110, 223, 253, 223, 154, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12683323714048703, y=-0.9879320386698379, z=0.08441307361178708, w=0.027893546377864568)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0077777777777777776, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=-0.07)>	COMP<165>
[1740779883.7212934]	Q_Header<(2621443, 4337, 257, 173, 250, 8, 58, 69, 46)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 41, 40, 0, 31, 43, 85, 138, 193, 195, 154, 216, 166, 247, 253, 253, 253, 93, 224, 253, 253, 223, 166, 178, 162, 253, 253, 253, 91, 170, 136, 159, 133, 72, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12683323714048703, y=-0.9879320386698379, z=0.08441307361178708, w=0.027893546377864568)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0077777777777777776, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=-0.07)>	COMP<165>
