[1740780430.4651735]	Q_Header<(2621443, 59018, 257, 173, 250, 8, 58, 0, 25)>	Q_Data<(0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 56, 32, 17, 22, 27, 39, 91, 84, 0, 19, 21, 7, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45984626167397125, y=-0.8834980936727812, z=0.08551162896273343, w=-0.02569621398523253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.04111111111111111, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.03, z=0.09)>	COMP<187>
[1740780431.0768256]	Q_Header<(2621443, 59079, 257, 173, 250, 8, 58, 61, 39)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 10, 42, 61, 132, 253, 253, 253, 253, 253, 253, 232, 253, 202, 202, 226, 161, 152, 81, 253, 253, 150, 87, 0, 53, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47405666523940077, y=-0.8761533963578728, z=0.08349549607924556, w=-0.02557354741023676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.04111111111111111, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.07, z=-0.1)>	COMP<196>
[1740780431.0867124]	Q_Header<(2621443, 59080, 257, 173, 250, 8, 58, 62, 44)>	Q_Data<(0, 0, 45, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 0, 3, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 10, 0, 29, 62, 151, 253, 253, 253, 253, 253, 253, 253, 246, 253, 253, 122, 121, 89, 68, 68, 112, 122, 69, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47405666523940077, y=-0.8761533963578728, z=0.08349549607924556, w=-0.02557354741023676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.04111111111111111, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.07, z=-0.1)>	COMP<196>
[1740780431.0952868]	Q_Header<(2621443, 59081, 257, 173, 250, 8, 58, 63, 36)>	Q_Data<(0, 0, 24, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60, 172, 253, 253, 253, 253, 253, 179, 253, 228, 253, 253, 223, 89, 36, 0, 13, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47405666523940077, y=-0.8761533963578728, z=0.08349549607924556, w=-0.02557354741023676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.04111111111111111, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.07, z=-0.1)>	COMP<196>
[1740780431.1052418]	Q_Header<(2621443, 59082, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 32, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 23, 64, 155, 253, 253, 253, 253, 253, 247, 186, 213, 169, 209, 221, 119, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47405666523940077, y=-0.8761533963578728, z=0.08349549607924556, w=-0.02557354741023676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.04111111111111111, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.07, z=-0.1)>	COMP<196>
[1740780431.1153164]	Q_Header<(2621443, 59083, 257, 173, 250, 8, 58, 65, 38)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 19, 77, 141, 184, 213, 253, 168, 253, 253, 224, 190, 238, 105, 82, 146, 84, 0, 0, 0, 43, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47528754487476366, y=-0.8755618121521105, z=0.08264278101456658, w=-0.025757203536297707)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.04111111111111111, z=-0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=-0.12)>	COMP<189>
[1740780431.1253119]	Q_Header<(2621443, 59084, 257, 173, 250, 8, 58, 66, 42)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40, 0, 0, 0, 110, 237, 253, 179, 253, 203, 253, 253, 127, 185, 253, 152, 62, 39, 38, 0, 39, 22, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47528754487476366, y=-0.8755618121521105, z=0.08264278101456658, w=-0.025757203536297707)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.04111111111111111, z=-0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=-0.12)>	COMP<189>
[1740780431.1355042]	Q_Header<(2621443, 59085, 257, 173, 250, 8, 58, 67, 35)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 0, 20, 0, 121, 253, 253, 253, 253, 216, 152, 185, 73, 145, 219, 144, 61, 40, 12, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47528754487476366, y=-0.8755618121521105, z=0.08264278101456658, w=-0.025757203536297707)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.04111111111111111, z=-0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=-0.12)>	COMP<189>
[1740780431.145243]	Q_Header<(2621443, 59086, 257, 173, 250, 8, 58, 68, 31)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29, 0, 22, 61, 243, 253, 253, 253, 253, 253, 39, 69, 128, 112, 143, 91, 37, 25, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47620818042489804, y=-0.8750828867920742, z=0.08233848184993431, w=-0.026001625847347675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03222222222222222, z=-0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.19, z=-0.22)>	COMP<189>
[1740780431.1551764]	Q_Header<(2621443, 59087, 257, 173, 250, 8, 58, 69, 25)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 38, 0, 21, 114, 253, 253, 253, 253, 253, 253, 88, 68, 150, 94, 61, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47620818042489804, y=-0.8750828867920742, z=0.08233848184993431, w=-0.026001625847347675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03222222222222222, z=-0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.19, z=-0.22)>	COMP<189>
[1740780431.1651733]	Q_Header<(2621443, 59088, 257, 173, 250, 8, 58, 70, 25)>	Q_Data<(0, 0, 66, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 7, 132, 253, 253, 253, 253, 242, 239, 114, 83, 157, 69, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47620818042489804, y=-0.8750828867920742, z=0.08233848184993431, w=-0.026001625847347675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03222222222222222, z=-0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.19, z=-0.22)>	COMP<189>
[1740780431.1752782]	Q_Header<(2621443, 59089, 257, 173, 250, 8, 58, 71, 26)>	Q_Data<(0, 0, 33, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 17, 10, 6, 82, 253, 253, 253, 253, 253, 253, 144, 146, 151, 100, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47716265642203726, y=-0.8745540680316413, z=0.0823346666044165, w=-0.026305590293924028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.027777777777777776, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=0.03)>	COMP<186>
[1740780431.1852279]	Q_Header<(2621443, 59090, 257, 173, 250, 8, 58, 72, 26)>	Q_Data<(0, 0, 14, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 13, 0, 0, 15, 155, 253, 253, 253, 253, 253, 253, 155, 127, 106, 120, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47716265642203726, y=-0.8745540680316413, z=0.0823346666044165, w=-0.026305590293924028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.027777777777777776, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=0.03)>	COMP<186>
[1740780431.195266]	Q_Header<(2621443, 59091, 257, 173, 250, 8, 58, 73, 29)>	Q_Data<(0, 0, 47, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 32, 253, 253, 253, 253, 253, 253, 253, 152, 173, 132, 118, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47716265642203726, y=-0.8745540680316413, z=0.0823346666044165, w=-0.026305590293924028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.027777777777777776, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=0.03)>	COMP<186>
[1740780431.2052302]	Q_Header<(2621443, 59092, 257, 173, 250, 8, 58, 74, 30)>	Q_Data<(0, 0, 73, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 29, 0, 0, 0, 0, 15, 19, 0, 0, 23, 25, 56, 253, 253, 253, 253, 253, 253, 253, 186, 233, 180, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47716265642203726, y=-0.8745540680316413, z=0.0823346666044165, w=-0.026305590293924028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.027777777777777776, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=0.03)>	COMP<186>
[1740780431.215339]	Q_Header<(2621443, 59093, 257, 173, 250, 8, 58, 75, 33)>	Q_Data<(0, 0, 61, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 0, 0, 0, 0, 9, 7, 0, 0, 19, 0, 66, 253, 253, 253, 253, 137, 253, 253, 203, 197, 188, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4784601349313006, y=-0.8737894236097078, z=0.0827646310711626, w=-0.026794744129970783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.023333333333333334, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=0.05)>	COMP<194>
[1740780431.2251933]	Q_Header<(2621443, 59094, 257, 173, 250, 8, 58, 76, 32)>	Q_Data<(0, 0, 76, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 13, 0, 0, 0, 0, 4, 0, 0, 0, 0, 14, 60, 253, 253, 253, 253, 247, 252, 215, 180, 124, 166, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4784601349313006, y=-0.8737894236097078, z=0.0827646310711626, w=-0.026794744129970783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.023333333333333334, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=0.05)>	COMP<194>
[1740780431.2352302]	Q_Header<(2621443, 59095, 257, 173, 250, 8, 58, 77, 31)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 24, 120, 242, 253, 253, 253, 228, 178, 253, 155, 185, 133, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4784601349313006, y=-0.8737894236097078, z=0.0827646310711626, w=-0.026794744129970783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.023333333333333334, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=0.05)>	COMP<194>
