[1740779433.237918]	Q_Header<(2621443, 24804, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 17, 0, 0, 23, 0, 32, 50, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 112, 224, 231, 102, 221, 253, 222, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7570745926173479, y=-0.6444655452633486, z=0.08788998817873113, w=-0.061461957011098786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.1, z=-0.01)>	COMP<352>
[1740779433.8299778]	Q_Header<(2621443, 24863, 257, 173, 250, 8, 58, 59, 29)>	Q_Data<(0, 0, 66, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 194, 253, 253, 253, 253, 253, 253, 253, 185, 110, 101, 74, 16, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7671481896743878, y=-0.6327492467463106, z=0.08312959140238016, w=-0.06481910871463123)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.024444444444444446, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.09)>	COMP<353>
[1740779433.8389719]	Q_Header<(2621443, 24864, 257, 173, 250, 8, 58, 60, 19)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 253, 253, 253, 253, 253, 253, 253, 253, 137, 145, 182, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7671481896743878, y=-0.6327492467463106, z=0.08312959140238016, w=-0.06481910871463123)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.024444444444444446, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.09)>	COMP<353>
[1740779433.8514247]	Q_Header<(2621443, 24865, 257, 173, 250, 8, 58, 61, 21)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 185, 253, 253, 253, 253, 253, 253, 253, 243, 253, 253, 84, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7675672736122721, y=-0.6322542451772842, z=0.08288457041710126, w=-0.06500152245523773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.02, z=-0.08)>	COMP<349>
[1740779433.8593886]	Q_Header<(2621443, 24866, 257, 173, 250, 8, 58, 62, 20)>	Q_Data<(0, 0, 62, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 101, 181, 253, 253, 253, 253, 253, 253, 253, 253, 253, 111, 54, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7675672736122721, y=-0.6322542451772842, z=0.08288457041710126, w=-0.06500152245523773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.02, z=-0.08)>	COMP<349>
[1740779433.868763]	Q_Header<(2621443, 24867, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 60, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 32, 172, 253, 253, 250, 166, 253, 253, 253, 253, 244, 80, 64, 31, 0, 14, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7675672736122721, y=-0.6322542451772842, z=0.08288457041710126, w=-0.06500152245523773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.02, z=-0.08)>	COMP<349>
[1740779433.8790421]	Q_Header<(2621443, 24868, 257, 173, 250, 8, 58, 64, 26)>	Q_Data<(0, 0, 53, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 34, 144, 253, 253, 224, 253, 229, 253, 253, 159, 85, 33, 49, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7681794780261041, y=-0.6315233639866596, z=0.08264063350129866, w=-0.06518478329349112)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01888888888888889, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=-0.19)>	COMP<349>
[1740779433.888906]	Q_Header<(2621443, 24869, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 53, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 40, 119, 253, 253, 253, 253, 167, 253, 253, 103, 136, 62, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7681794780261041, y=-0.6315233639866596, z=0.08264063350129866, w=-0.06518478329349112)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01888888888888889, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=-0.19)>	COMP<349>
[1740779433.9000878]	Q_Header<(2621443, 24870, 257, 173, 250, 8, 58, 66, 19)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 117, 253, 253, 253, 253, 253, 253, 253, 58, 108, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7681794780261041, y=-0.6315233639866596, z=0.08264063350129866, w=-0.06518478329349112)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01888888888888889, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=-0.19)>	COMP<349>
[1740779433.9123337]	Q_Header<(2621443, 24871, 257, 173, 250, 8, 58, 67, 23)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 103, 253, 253, 241, 253, 253, 197, 157, 35, 85, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7686294683767722, y=-0.6309927296179679, z=0.08245997075970929, w=-0.06524774888388545)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.017777777777777778, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.01)>	COMP<353>
[1740779433.9178631]	Q_Header<(2621443, 24872, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 78, 253, 253, 253, 183, 249, 221, 154, 88, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7686294683767722, y=-0.6309927296179679, z=0.08245997075970929, w=-0.06524774888388545)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.017777777777777778, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.01)>	COMP<353>
[1740779433.9278953]	Q_Header<(2621443, 24873, 257, 173, 250, 8, 58, 69, 22)>	Q_Data<(0, 0, 55, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 21, 45, 243, 253, 253, 253, 253, 194, 206, 142, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7686294683767722, y=-0.6309927296179679, z=0.08245997075970929, w=-0.06524774888388545)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.017777777777777778, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.01)>	COMP<353>
[1740779433.946092]	Q_Header<(2621443, 24874, 257, 173, 250, 8, 58, 70, 23)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 96, 231, 253, 253, 253, 253, 182, 199, 212, 40, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7690970875620045, y=-0.6304264596006621, z=0.08233568535204698, w=-0.0653680645011433)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.014444444444444444, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.16)>	COMP<355>
[1740779433.9480593]	Q_Header<(2621443, 24875, 257, 173, 250, 8, 58, 71, 28)>	Q_Data<(0, 0, 48, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 64, 113, 184, 253, 253, 253, 253, 187, 227, 253, 68, 34, 22, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7690970875620045, y=-0.6304264596006621, z=0.08233568535204698, w=-0.0653680645011433)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.014444444444444444, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.16)>	COMP<355>
[1740779433.9589496]	Q_Header<(2621443, 24876, 257, 173, 250, 8, 58, 72, 27)>	Q_Data<(0, 0, 60, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 74, 75, 154, 253, 253, 253, 253, 222, 253, 237, 77, 49, 65, 14, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7690970875620045, y=-0.6304264596006621, z=0.08233568535204698, w=-0.0653680645011433)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.014444444444444444, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.16)>	COMP<355>
[1740779433.9679925]	Q_Header<(2621443, 24877, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 169, 221, 253, 253, 210, 217, 253, 253, 253, 136, 43, 73, 87, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7690970875620045, y=-0.6304264596006621, z=0.08233568535204698, w=-0.0653680645011433)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.014444444444444444, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.16)>	COMP<355>
[1740779433.978014]	Q_Header<(2621443, 24878, 257, 173, 250, 8, 58, 74, 31)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 88, 230, 253, 253, 217, 235, 253, 253, 253, 253, 108, 97, 145, 128, 89, 93, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7697641439999703, y=-0.6296294726850376, z=0.08215212003044403, w=-0.06542873155470728)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.012222222222222223, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.02, z=-0.14)>	COMP<355>
[1740779433.9879556]	Q_Header<(2621443, 24879, 257, 173, 250, 8, 58, 75, 40)>	Q_Data<(0, 0, 63, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 107, 230, 253, 247, 161, 204, 242, 235, 253, 239, 164, 203, 219, 133, 187, 208, 52, 51, 7, 0, 0, 0, 15, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7697641439999703, y=-0.6296294726850376, z=0.08215212003044403, w=-0.06542873155470728)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.012222222222222223, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.02, z=-0.14)>	COMP<355>
